Ref,Name,Sci_key,C_key,Loc,Type,RA,DEC,Vel,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Simbad_Identifier,Ba/Fe,C/Fe
AOK13,SDSSJ134913.54-022942.8,*,NO,HA,SG,"13 49 13.534","'-2 29 42.87",120.21,,,,,,15.25,15.11,14.69,6200,4,'-3.24,1.5,SDSS_J1349-0229,2.25,3.01
BEH10,SDSSJ134913.54-022942.8,S,CR,HA,SG,"13 49 13.534","'-2 29 42.87",120.21,,,,,,15.25,15.11,14.69,6200,4,'-3.03,1.5,SDSS_J1349-0229,2.2,2.92
KEL14,SMSSJ031300.36-670839.3,*,*,HA,RG,"3 13 0.4","'-67 8 39",,,,,,,,,,5125,2.3,<-7.3,2,SMSS_J031300.36-670839.3,<1.2,>5.02
SHE01,UMi199,*,*,DW,RG,"15 9 58.63","67 16 20",,,18.53,17.15,,,14.76,14.1,13.9,4325,0.3,'-1.43,1.95,UMi_COS_82,0.7,
LAI07,CS30338-119,*,*,HA,SG,"23 12 53.279","8 19 49.54",,,13.95,13.48,13.6,13.1,12.485,12.107,12.07,5611,3.5,'-1.82,,NLTT_56156,'-0.65,0.18
GEI05,Star1446,I,*,DW,RG,"0 59 46.419","'-33 41 23.36",110.3,,18.89,17.304,16.6,15.695,14.71,13.89,13.75,3900,0,'-1.2,2.3,OGLE_Scl_687,'-0.19,
FUL00,G15-13,*,*,HA,MS,"15 12 32.43368","6 1 44.3019",218.82,,13.09,12.33,11.5,,10.724,10.377,10.281,5075,4.8,'-1.67,0.5,Ross_1038,0.05,
FUL00,G166-37,*,*,HA,MS,"14 34 51.11","25 10 3.6",367.3,,13.38,12.63,12.1,11.4,11.246,10.839,10.775,5300,4.8,'-1.38,0.6,Ross_50,'-0.0,
ROE14b,G206-34,*,*,HA,SG,"18 35 19.16712","28 41 55.4144",'-88.1,,11.83,11.4,11.2,11,10.358,10.085,10.044,5930,3.6,'-3.17,1.35,Ross_711,'-0.02,0.58
RYA91,R740,*,*,HA,RG,"19 35 36.398","'-4 10 14.91",,,13.434,12.736,12.259,11.772,11.12,10.767,10.653,5500,3.2,'-2.6,1.5,Ross_740,'-0.19,
ISH10,G64-37,*,*,HA,SG,"14 2 30.09121","'-5 39 5.2028",81.52,,11.508,11.149,10.866,10.576,10.188,9.956,9.923,6105,3.65,'-3.4,1.49,Ross_841,'-0.77,
ISH13,G64-37,*,*,HA,MS,"14 2 30.09121","'-5 39 5.2028",81.52,,11.508,11.149,10.866,10.576,10.188,9.956,9.923,6621,4.6,'-3.09,2.5,Ross_841,'-0.39,
BAR05,HE0938+0114,*,*,HA,MS,"9 40 43.201","1 0 29.6",'-60.8,,10.89,10.5,10.39,10.1,9.553,9.314,9.264,6777,4.89,'-2.51,1.76,Ross_889,'-0.15,0.62
ISH10,HE0938+0114,*,*,HA,SG,"9 40 43.201","1 0 29.6",'-60.8,,10.89,10.5,10.39,10.1,9.553,9.314,9.264,6118,3.46,'-3.03,1.73,Ross_889,'-0.61,
ISH13,HE0938+0114,*,*,HA,MS,"9 40 43.201","1 0 29.6",'-60.8,,10.89,10.5,10.39,10.1,9.553,9.314,9.264,6881,5,'-2.45,1.5,Ross_889,'-0.09,
ROE14b,HE0938+0114,*,*,HA,SG,"9 40 43.201","1 0 29.6",'-60.8,,10.89,10.5,10.39,10.1,9.553,9.314,9.264,6030,3.65,'-3.09,1.2,Ross_889,'-0.42,<0.61
ZHA09,HE0938+0114,*,*,HA,SG,"9 40 43.201","1 0 29.6",'-60.8,,10.89,10.5,10.39,10.1,9.553,9.314,9.264,6200,3.66,'-2.63,1.6,Ross_889,'-0.78,
NOR00,CS22876-032,*,*,HA,MS,"0 7 37.513","'-35 31 17.7",'-82,,13.23,12.76,12.76,,11.802,11.555,11.485,6300,4.5,'-3.71,1.4,SB_44,<-0.05,
RYA96,CS22876-032,*,*,HA,SG,"0 7 37.513","'-35 31 17.7",'-82,,13.23,12.76,12.76,,11.802,11.555,11.485,6100,4,'-3.85,1.5,SB_44,<0.49,
ROE14b,CS29514-018,*,*,HA,SG,"1 9 28.61","'-26 39 48.6",74,,13.77,13.36,13.4,,12.42,12.144,12.134,5990,3.7,'-2.84,1.25,SB_467,'-1.25,0.28
PRE00,CS22876-042,*,*,HA,MS,"0 12 0.829","'-33 59 50.5",39,,13.48,13.12,,,12.159,11.937,11.896,6750,4.2,'-2.04,2.5,SB_68,'-0.16,
ROE14b,CS29499-060,*,*,HA,SG,"23 53 40.3","'-26 58 44.1",'-60,,13.5,13.05,,,12.102,11.855,11.865,6280,3.8,'-2.79,1.3,SB_966,<-1.03,0.54
RYA96,CS29499-060,*,*,HA,SG,"23 53 40.3","'-26 58 44.1",'-60,,13.5,13.05,,,12.102,11.855,11.865,6200,4,'-2.63,1,SB_966,<-0.51,
AOK13,SDSSJ000219.87+292851.8,*,NO,HA,SG,"0 2 19.875","29 28 51.88",'-308.22,,,,,,13.95,13.65,13.68,6150,4,'-3.26,1.5,SDSS_J000219.87+292851.8,1.83,2.63
AOK13,SDSSJ000812.54-052926.5,*,*,HA,RG,"0 8 12.542","'-5 29 26.69",117.18,,,,,,14.259,13.74,13.62,4950,2,'-2.66,1.5,SDSS_J000812.54-052926.5,0.83,
AOK13,SDSSJ002356.26-000311.9,*,*,HA,SG,"0 23 56.259","0 3 11.98",89.84,,,,,,14.95,14.57,14.51,5500,4,'-3.12,1.5,SDSS_J002356.26-000311.9,'-0.42,
AOK13,SDSSJ003305.15-185906.8,*,*,HA,RG,"0 33 5.155","'-18 59 6.64",262.89,,,,,,14.51,13.99,13.84,5000,2.1,'-2.8,1.5,SDSS_J003305.15-185906.7,'-0.59,
AOK13,SDSSJ010026.69+004915.8,*,*,HA,SG,"1 0 26.695","0 49 15.63",48.19,,,,,,14.5,14.03,13.99,5550,4,'-3.18,1.5,SDSS_J010026.70+004915.6,'-0.17,
AOK13,SDSSJ074104.22+670801.8,*,NO,HA,RG,"7 41 4.213","67 8 1.69",'-167.12,,,,,,13.876,13.418,13.31,5200,2.5,'-2.87,1.5,SDSS_J074104.21+670801.7,0.27,0.74
AOK13,SDSSJ074945.24+180103.6,*,*,HA,RG,"7 49 45.248","18 1 3.62",54.57,,,,,,12.754,12.25,12.186,5100,1.8,'-2.64,1.5,SDSS_J074945.24+180103.5,'-1.04,
AOK13,SDSSJ080428.21+515303.1,*,*,HA,SG,"8 4 28.206","51 53 3.04",'-260.21,,,,,,14.94,14.68,14.45,5950,4,'-3.01,1.5,SDSS_J080428.21+515303.0,0.13,
AOK13,SDSSJ082736.27+105200.8,*,*,HA,SG,"8 27 36.269","10 52 0.82",158.97,,,,,,15.5,15.18,15.06,6400,4,'-3.17,1.5,SDSS_J082736.26+105200.7,0.69,
AOK13,SDSSJ084700.50+012113.7,*,*,HA,SG,"8 47 0.497","1 21 13.71",199.27,,,,,,14.57,14.3,14.12,6250,4,'-3.2,1.5,SDSS_J084700.49+012113.6,0.27,
AOK13,SDSSJ085833.35+354127.3,*,*,HA,RG,"8 58 33.358","35 41 27.4",'-226.15,,,,,,13.487,13.019,12.933,5200,2.5,'-2.53,1.5,SDSS_J085833.35+354127.2,'-0.02,0.3
CAF11b,SDSSJ090733.28+024608.1,*,*,HA,SG,"9 7 33.278","2 46 8.13",313.15,,,,,,15.01,14.64,14.78,5934,4,'-3.52,1.8,SDSS_J090733.28+024608.1,0.25,
AOK13,SDSSJ093247.29+024123.8,*,*,HA,SG,"9 32 47.284","2 41 23.68",286.3,,,,,,15.31,15.07,14.75,6200,4,'-3.14,1.5,SDSS_J093247.28+024123.7,1.19,
PLA15a,SDSSJ1204+1201,*,NO,HA,RG,"12 4 41.387","12 1 11.52",51,,,,,,,,,5467,3.2,'-4.34,1.5,SDSS_J120441.38+120111.5,<0.62,<1.45
AOK13,SDSSJ124123.92-083725.5,*,*,HA,RG,"12 41 23.934","'-8 37 25.46",334.23,,,,,,14.375,13.914,13.79,5150,2.5,'-2.73,1.5,SDSS_J124123.92-083725.5,'-0.45,0.5
AOK13,SDSSJ124204.42-033618.1,*,*,HA,RG,"12 42 4.426","'-3 36 17.99",92.14,,,,,,12.803,12.328,12.217,5150,2.5,'-2.77,1.5,SDSS_J124204.42-033618.1,'-0.11,0.64
AOK13,SDSSJ124502.68-073847.1,*,NO,HA,SG,"12 45 2.682","'-7 38 46.95",76.88,,,,,,15.09,14.77,14.81,6100,4,'-3.16,1.5,SDSS_J124502.68-073847.0,2.08,2.53
AOK13,SDSSJ130402.25+323909.1,*,*,HA,SG,"13 4 2.28","32 39 9.14",1.07,,,,,,15.29,14.94,15.19,6050,4,'-2.9,1.5,SDSS_J130402.25+323909.1,'-0.29,
FRE15,SD1313-0019,*,NO,HA,RG,"13 13 26.883","0 19 41.51",267,,,,,,15.188,14.809,14.812,5200,2.6,'-5.0,1.8,SDSS_J131326.89-001941.3,<0.22,2.96
PLA15a,SDSSJ1322+0123,*,*,HA,RG,"13 22 50.593","1 23 42.96",105,,,,,,,,,5008,1.95,'-3.64,1.95,SDSS_J132250.59+012342.9,'-1.3,0.49
FRA16,SDSS_J132755.65+333324.5,*,*,UF,RG,"13 27 55.65","33 33 24.5",,,20.334,19.19,18.503,17.868,,,,4350,0.72,'-2.18,2.3,SDSS_J132755.65+333324.5,0.29,
FRA16,SDSS_J132844.25+333411.8,*,*,UF,RG,"13 28 44.26","33 34 11.83",31,,20.193,19.268,18.696,18.077,,,,4450,0.81,'-2.52,2,SDSS_J132844.25+333411.8,'-0.17,
AOK13,SDSSJ133841.16+120415.2,*,*,HA,SG,"13 38 41.16","12 4 15.41",'-219.57,,,,,,14.52,14.26,14.23,6300,4,<-2.86,1.5,SDSS_J133841.15+120415.1,>-0.53,
SUS16,SDSSJ1343+4844,*,*,HA,SG,"13 43 38.67","48 44 26.6",'-188.94,,12.685,12.147,,,11.031,10.675,10.609,5620,3.44,'-3.42,1.45,SDSS_J134338.67+484426.6,<-0.59,0.51
JI16a,J135756.2+125207.7,*,*,UF,RG,"13 57 56.186","12 52 7.55",,,,,,,,,,5013,2,'-2.92,2,SDSS_J135756.18+125207.5,<-1.5,0.4
AOK13,SDSSJ142237.43+003105.2,*,NO,HA,RG,"14 22 37.432","0 31 5.38",'-120.2,,,,,,14.66,14.19,14.12,5200,2.2,'-3.03,1.5,SDSS_J142237.42+003105.2,'-1.18,1.7
AOK13,SDSSJ152301.86+494210.7,*,*,HA,SG,"15 23 1.875","49 42 10.66",'-12.94,,,,,,14.43,14.11,14.04,5850,4,'-3.06,1.5,SDSS_J152301.85+494210.6,'-0.07,
AOK13,SDSSJ161226.18+042146.6,*,*,HA,RG,"16 12 26.178","4 21 46.59",20.4,,,,,,14.56,14.13,14.05,5350,3.3,'-2.86,1.5,SDSS_J161226.18+042146.6,0.06,0.63
AOK13,SDSSJ161313.53+530909.7,*,NO,HA,RG,"16 13 13.509","53 9 9.78",'-0.01,,,,,,15.03,14.59,14.4,5350,2.1,'-3.32,1.5,SDSS_J161313.53+530909.7,0.02,2.09
AOK13,SDSSJ162603.61+145844.3,*,NO,HA,SG,"16 26 3.628","14 58 44.28",25.83,,,,,,16.13,15.68,15.37,6400,4,'-2.99,1.5,SDSS_J162603.61+145844.2,1.69,2.86
FRA16,SDSS_J163044.50+124947.8,*,*,UF,RG,"16 30 44.5","12 49 47.9",42.9,,,,,,,,,4700,1.4,'-2.52,2.1,SDSS_J163044.50+124947.8,'-0.94,
FRA16,SDSS_J163104.50+124614.5,*,*,UF,RG,"16 31 4.51","12 46 14.5",42.81,,,,,,,,,4870,1.7,'-2.53,2.2,SDSS_J163104.50+124614.5,'-0.54,'-0.27
FRA16,SDSS_J163114.06+124526.6,*,*,UF,RG,"16 31 14.07","12 45 26.6",48.2,,,,,,,,,4750,1.4,'-2.28,2,SDSS_J163114.06+124526.6,'-0.88,
AOK13,SDSSJ164610.19+282422.2,*,NO,HA,SG,"16 46 10.197","28 24 22.03",'-18.72,,,,,,14.68,14.4,14.45,6100,4,'-3.05,1.5,SDSS_J164610.19+282422.2,1.78,2.52
AOK13,SDSSJ173417.89+431606.5,*,NO,HA,RG,"17 34 17.89","43 16 6.56",'-211.93,,,,,,14.83,14.4,14.27,5200,2.7,'-2.51,1.5,SDSS_J173417.89+431606.5,1.61,1.78
AOK13,SDSSJ173628.07+442036.2,*,*,HA,RG,"17 36 28.07","44 20 36.15",'-310.09,,,,,,14.482,14.09,13.89,5450,3,'-2.93,1.5,SDSS_J173628.06+442036.1,'-0.47,
AOK13,SDSSJ174624.13+245548.8,*,NO,HA,RG,"17 46 24.13","24 55 48.73",78.69,,,,,,14.234,13.8,13.66,5350,2.6,'-3.17,1.5,SDSS_J174624.13+245548.8,0.26,1.24
AOK13,SDSSJ183601.71+631727.4,*,NO,HA,RG,"18 36 1.713","63 17 27.45",'-423.25,,,,,,14.74,14.4,14.33,5350,3,'-2.85,1.5,SDSS_J183601.71+631727.4,2.37,2.02
AOK13,SDSSJ210454.84-010440.8,*,*,HA,RG,"21 4 54.828","'-1 4 40.76",'-110.55,,,,,,14.92,14.43,14.48,5250,2,'-3.43,1.5,SDSS_J210454.83-010440.8,'-0.73,
AOK13,SDSSJ211125.40+010920.4,*,*,HA,SG,"21 11 25.4","1 9 20.58",'-270.65,,,,,,15.46,15.21,15.01,6250,4,'-2.75,1.5,SDSS_J211125.39+010920.3,0.07,
AOK13,SDSSJ212841.25-075629.3,*,*,HA,SG,"21 28 41.257","'-7 56 29.22",'-178.24,,,,,,15.42,15.05,14.83,6150,4,'-2.76,1.5,SDSS_J212841.25-075629.2,0.58,
AOK13,SDSSJ220646.20-092545.7,*,*,HA,RG,"22 6 46.205","'-9 25 45.79",14.85,,,,,,13.366,12.787,12.73,5100,2.1,'-3.17,1.5,SDSS_J220646.20-092545.7,'-0.85,0.64
AOK13,SDSSJ220743.35+201752.3,*,*,HA,SG,"22 7 43.327","20 17 52.09",'-150.75,,,,,,15.92,15.41,15.47,6200,4,'-2.42,1.5,SDSS_J220743.34+201752.2,'-0.43,
AOK13,SDSSJ221334.14-072604.1,*,*,HA,RG,"22 13 34.125","'-7 26 4.05",'-392.42,,,,,,13.258,12.8,12.636,5150,1.8,'-2.55,1.5,SDSS_J221334.13-072604.0,'-0.68,
AOK13,SDSSJ233817.55+090207.5,*,*,HA,RG,"23 38 17.545","9 2 7.5",'-156.88,,,,,,12.907,12.31,12.192,4900,1.9,'-3.12,1.5,SDSS_J233817.55+090207.4,'-0.76,
AOK13,SDSSJ235718.91-005247.8,*,*,HA,MS,"23 57 18.909","0 52 47.49",'-9.4,,,,,,,,,5000,4.8,'-3.36,0,SDSS_J235718.91-005247.7,1.08,0.43
AOK10,SDSSJ235718.91-005247.8,*,*,HA,MS,"23 57 18.909","0 52 47.49",'-9.4,,,,,,,,,5200,4.8,'-3.2,0,SDSS_J235718.91-005247.7,1.32,0.57
JAC15,SMSS_J000113.96-363337.9,*,*,HA,RG,"0 1 13.96","'-36 33 37.9",,,,,,,,,,4810,1.6,'-2.32,1.8,SMSS_J000113.96-363337.9,'-1.21,'-0.33
JAC15,SMSS_J001039.86-525851.4,*,*,HA,RG,"0 10 39.86","'-52 58 51.4",,,,,,,,,,4711,1.2,'-2.32,2.2,SMSS_J001039.86-525851.4,'-0.01,'-0.23
JAC15,SMSS_J001952.15-525803.0,*,*,HA,RG,"0 19 52.15","'-52 58 3",,,,,,,,,,4639,1.2,'-2.56,2.4,SMSS_J001952.15-525803.0,0.02,'-0.25
JAC15,SMSS_J002148.06-471132.1,*,*,HA,RG,"0 21 48.06","'-47 11 32.1",,,,,,,,,,4765,1.4,'-3.17,2.1,SMSS_J002148.06-471132.1,'-1.18,0.29
JAC15,SMSS_J003055.81-482011.3,*,*,HA,RG,"0 30 55.81","'-48 20 11.3",,,,,,,,,,4720,1.5,'-2.53,2.5,SMSS_J003055.81-482011.3,0.2,0.05
JAC15,SMSS_J003327.36-491037.9,*,*,HA,RG,"0 33 27.36","'-49 10 37.9",,,,,,,,,,4630,0.8,'-3.36,2.35,SMSS_J003327.36-491037.9,'-1.06,<-0.4
JAC15,SMSS_J004037.56-515025.2,*,*,HA,RG,"0 40 37.56","'-51 50 25.2",,,,,,,,,,4468,0.55,'-3.83,2.45,SMSS_J004037.56-515025.2,'-1.01,'-0.09
JAC15,SMSS_J005953.98-594329.9,*,*,HA,HB,"0 59 53.98","'-59 43 29.9",,,,,,,,,,5413,2.95,'-3.93,1.4,SMSS_J005953.98-594329.9,'-0.65,1.2
JAC15,SMSS_J010332.63-534654.3,*,*,HA,RG,"1 3 32.63","'-53 46 54.3",,,,,,,,,,4810,1.4,'-3.03,1.8,SMSS_J010332.63-534654.3,'-0.23,0.19
JAC15,SMSS_J010651.91-524410.5,*,*,HA,RG,"1 6 51.91","'-52 44 10.5",,,,,,,,,,4486,0.65,'-3.79,2.6,SMSS_J010651.91-524410.5,'-1.64,0.13
JAC15,SMSS_J010839.58-285701.5,*,*,HA,RG,"1 8 39.58","'-28 57 1.5",,,,,,,,,,4855,1.55,'-3.02,1.9,SMSS_J010839.58-285701.5,'-0.24,0.21
JAC15,SMSS_J012147.80-495328.2,*,*,HA,RG,"1 21 47.8","'-49 53 28.2",,,,,,,,,,4698,1.1,'-1.59,2.4,SMSS_J012147.80-495328.2,'-0.04,'-0.54
JAC15,SMSS_J014624.60-352457.7,*,*,HA,RG,"1 46 24.6","'-35 24 57.7",,,,,,,,,,4945,1.3,'-2.81,2.3,SMSS_J014624.60-352457.7,'-0.23,'-0.27
JAC15,SMSS_J015350.94-775525.6,*,*,HA,RG,"1 53 50.94","'-77 55 25.6",,,,,,,,,,4639,1.3,'-2.62,2.55,SMSS_J015350.94-775525.6,'-0.69,'-0.52
JAC15,SMSS_J015941.53-781408.7,*,*,HA,RG,"1 59 41.53","'-78 14 8.7",,,,,,,,,,4810,1.55,'-3.11,1.85,SMSS_J015941.53-781408.7,'-0.49,0.19
JAC15,SMSS_J020748.93-465616.4,*,*,HA,RG,"2 7 48.93","'-46 56 16.4",,,,,,,,,,5008,1.75,'-2.71,2.05,SMSS_J020748.93-465616.4,0.19,'-0.54
JAC15,SMSS_J021323.26-495936.5,*,*,HA,RG,"2 13 23.26","'-49 59 36.5",,,,,,,,,,4882,1.05,'-2.87,2.4,SMSS_J021323.26-495936.5,'-0.91,'-0.53
JAC15,SMSS_J022410.38-534659.9,*,*,HA,RG,"2 24 10.38","'-53 46 59.9",,,,,,,,,,4630,0.9,'-3.4,2.6,SMSS_J022410.38-534659.9,0.38,0.03
JAC15,SMSS_J022423.27-573705.1,*,*,HA,RG,"2 24 23.27","'-57 37 5.1",,,,,,,,,,4846,1.6,'-3.97,2.05,SMSS_J022423.27-573705.1,<-0.91,0.07
JAC15,SMSS_J022452.58-731051.8,*,*,HA,RG,"2 24 52.58","'-73 10 51.8",,,,,,,,,,4900,1.8,'-2.55,2.15,SMSS_J022452.58-731051.8,'-0.16,0.12
JAC15,SMSS_J022545.31-774119.9,*,*,HA,RG,"2 25 45.31","'-77 41 19.9",,,,,,,,,,5134,2.6,'-2.63,1.7,SMSS_J022545.31-774119.9,0.16,0.38
JAC15,SMSS_J022756.48-684256.6,*,*,HA,RG,"2 27 56.48","'-68 42 56.6",,,,,,,,,,5170,2.25,'-2.22,2.05,SMSS_J022756.48-684256.6,'-0.34,0.24
JAC15,SMSS_J023139.43-523957.4,*,*,HA,RG,"2 31 39.43","'-52 39 57.4",,,,,,,,,,4882,1.55,'-2.94,1.95,SMSS_J023139.43-523957.4,'-0.27,0.4
JAC15,SMSS_J023147.96-575341.7,*,*,HA,RG,"2 31 47.96","'-57 53 41.7",,,,,,,,,,4720,1.05,'-3.42,2.2,SMSS_J023147.96-575341.7,'-1.64,0.35
JAC15,SMSS_J024643.28-352502.4,*,*,HA,RG,"2 46 43.28","'-35 25 2.4",,,,,,,,,,4720,1.05,'-3.37,2.6,SMSS_J024643.28-352502.4,0.26,0.02
JAC15,SMSS_J024858.41-684306.4,*,*,HA,RG,"2 48 58.41","'-68 43 6.4",,,,,,,,,,4977,1.6,'-3.71,1.8,SMSS_J024858.41-684306.4,0.59,0.66
JAC15,SMSS_J031556.09-473442.1,*,*,HA,RG,"3 15 56.09","'-47 34 42.1",,,,,,,,,,4999,1.9,'-3.26,1.9,SMSS_J031556.09-473442.1,'-0.88,0.19
JAC15,SMSS_J032132.29-363123.6,*,*,HA,RG,"3 21 32.29","'-36 31 23.6",,,,,,,,,,4675,0.8,'-3.4,2.5,SMSS_J032132.29-363123.6,'-0.28,'-0.13
JAC15,SMSS_J033005.90-681352.5,*,*,HA,RG,"3 30 5.9","'-68 13 52.5",,,,,,,,,,4882,1.45,'-3.44,2.15,SMSS_J033005.90-681352.5,'-0.68,0.65
JAC15,SMSS_J034249.53-284216.0,*,*,HA,RG,"3 42 49.53","'-28 42 16",,,,,,,,,,4828,1.6,'-2.33,1.95,SMSS_J034249.53-284216.0,'-0.78,'-0.5
JAC15,SMSS_J040148.04-743537.3,*,*,HA,RG,"4 1 48.04","'-74 35 37.3",,,,,,,,,,4900,1.9,'-3.09,2.05,SMSS_J040148.04-743537.3,'-0.39,0.35
JAC15,SMSS_J041957.56-493818.3,*,*,HA,RG,"4 19 57.56","'-49 38 18.3",,,,,,,,,,4567,0.7,'-2.97,2.3,SMSS_J041957.56-493818.3,'-0.71,'-0.26
JAC15,SMSS_J051008.62-372019.8,*,*,HA,RG,"5 10 8.62","'-37 20 19.8",,,,,,,,,,5170,2.4,'-3.2,1.6,SMSS_J051008.62-372019.8,0.75,0.56
JAC15,SMSS_J055746.51-575057.4,*,*,HA,RG,"5 57 46.51","'-57 50 57.4",,,,,,,,,,5404,3.05,'-2.5,1.45,SMSS_J055746.51-575057.4,'-0.23,0.51
JAC15,SMSS_J061725.30-600740.6,*,*,HA,RG,"6 17 25.3","'-60 7 40.6",,,,,,,,,,4810,1.35,'-2.72,2.05,SMSS_J061725.30-600740.6,'-0.35,0.22
JAC15,SMSS_J062609.83-590503.2,*,*,HA,RG,"6 26 9.83","'-59 5 3.2",,,,,,,,,,4960,1.75,'-2.77,1.75,SMSS_J062609.83-590503.2,0.84,0.27
JAC15,SMSS_J063447.15-622355.0,*,*,HA,RG,"6 34 47.15","'-62 23 55",,,,,,,,,,4432,0.55,'-3.41,2.85,SMSS_J063447.15-622355.0,0.41,0.08
JAC15,SMSS_J064349.43-653038.6,*,*,HA,RG,"6 43 49.43","'-65 30 38.6",,,,,,,,,,4693,1.15,'-2.48,1.95,SMSS_J064349.43-653038.6,'-0.97,'-0.07
JAC15,SMSS_J065014.40-614328.0,*,*,HA,RG,"6 50 14.4","'-61 43 28",,,,,,,,,,4530,0.65,'-3.18,2.65,SMSS_J065014.40-614328.0,'-1.67,'-0.18
JAC15,SMSS_J070257.95-600422.4,*,*,HA,RG,"7 2 57.95","'-60 4 22.4",,,,,,,,,,4824,1.4,'-2.62,1.95,SMSS_J070257.95-600422.4,'-0.31,0.42
JAC15,SMSS_J080050.54-724620.6,*,*,HA,RG,"8 0 50.54","'-72 46 20.6",,,,,,,,,,4801,1.2,'-2.08,2.55,SMSS_J080050.54-724620.6,0.25,'-0.37
JAC15,SMSS_J085924.06-120104.9,*,*,HA,RG,"8 59 24.06","'-12 1 4.9",,,,,,,,,,4459,0.75,'-3.63,2.85,SMSS_J085924.06-120104.9,'-1.23,'-0.2
JAC15,SMSS_J090247.43-122755.0,*,*,HA,RG,"9 2 47.43","'-12 27 55",,,,,,,,,,4945,1.7,'-2.4,1.95,SMSS_J090247.43-122755.0,0.02,0.2
JAC15,SMSS_J091210.40-064427.9,*,*,HA,RG,"9 12 10.4","'-6 44 27.9",,,,,,,,,,5170,2.55,'-2.64,1.55,SMSS_J091210.40-064427.9,0.08,0.26
JAC15,SMSS_J093209.41-003435.8,*,*,HA,RG,"9 32 9.41","0 34 35.8",,,,,,,,,,5062,2.15,'-3.11,1.8,SMSS_J093209.41-003435.8,'-0.3,0.21
JAC15,SMSS_J093829.27-070520.9,*,*,HA,RG,"9 38 29.27","'-7 5 20.9",,,,,,,,,,5440,3.15,'-2.34,1.35,SMSS_J093829.27-070520.9,'-0.23,0.36
JAC15,SMSS_J094029.05-060935.0,*,*,HA,RG,"9 40 29.05","'-6 9 35",,,,,,,,,,4900,1.3,'-3.18,2.2,SMSS_J094029.05-060935.0,'-0.75,'-0.13
JAC15,SMSS_J094755.04-102724.7,*,*,HA,RG,"9 47 55.04","'-10 27 24.7",,,,,,,,,,5097,2.2,'-2.99,1.75,SMSS_J094755.04-102724.7,'-1.95,0.18
JAC15,SMSS_J095120.49-401431.3,*,*,HA,RG,"9 51 20.49","'-40 14 31.3",,,,,,,,,,5031,1.75,'-1.48,1.95,SMSS_J095120.49-401431.3,0.33,'-0.15
JAC15,SMSS_J100251.13-000152.1,*,*,HA,RG,"10 2 51.13","0 1 52.1",,,,,,,,,,5035,2.1,'-2.62,1.85,SMSS_J100251.13-000152.1,'-0.66,0.34
JAC15,SMSS_J105320.99-435300.1,*,*,HA,RG,"10 53 20.99","'-43 53 0.1",,,,,,,,,,5022,2.05,'-1.86,1.7,SMSS_J105320.99-435300.1,'-0.09,0.09
JAC15,SMSS_J105438.86-435819.9,*,*,HA,RG,"10 54 38.86","'-43 58 19.9",,,,,,,,,,4954,2.05,'-1.98,1.75,SMSS_J105438.86-435819.9,'-0.04,0.1
JAC15,SMSS_J110850.60-080034.7,*,*,HA,RG,"11 8 50.6","'-8 0 34.7",,,,,,,,,,5485,3.4,'-2.9,1.65,SMSS_J110850.60-080034.7,'-0.68,<0.15
JAC15,SMSS_J121353.63-441911.2,*,*,HA,RG,"12 13 53.63","'-44 19 11.2",,,,,,,,,,4882,1.7,'-2.59,1.9,SMSS_J121353.63-441911.2,'-0.14,0.28
JAC15,SMSS_J121716.48-442510.2,*,*,HA,RG,"12 17 16.48","'-44 25 10.2",,,,,,,,,,4792,1.4,'-2.1,2.05,SMSS_J121716.48-442510.2,0.01,'-0.19
JAC15,SMSS_J122455.61-151134.0,*,*,HA,RG,"12 24 55.61","'-15 11 34",,,,,,,,,,5062,2.45,'-2.62,1.65,SMSS_J122455.61-151134.0,'-0.09,0.14
JAC15,SMSS_J123158.00-162317.6,*,*,HA,RG,"12 31 58","'-16 23 17.6",,,,,,,,,,5080,2.1,'-2.63,1.75,SMSS_J123158.00-162317.6,0.27,0.62
JAC15,SMSS_J123246.06-054559.1,*,*,HA,RG,"12 32 46.06","'-5 45 59.1",,,,,,,,,,4792,1.25,'-3.03,2.45,SMSS_J123246.06-054559.1,'-0.51,0.18
JAC15,SMSS_J125115.37-331448.1,*,*,HA,RG,"12 51 15.37","'-33 14 48.1",,,,,,,,,,4828,1.6,'-2.64,2.15,SMSS_J125115.37-331448.1,'-0.97,0.16
JAC15,SMSS_J125125.64-340343.4,*,*,HA,RG,"12 51 25.64","'-34 3 43.4",,,,,,,,,,4936,2.3,'-2.52,1.65,SMSS_J125125.64-340343.4,'-0.1,0.09
JAC15,SMSS_J125451.18-334440.3,*,*,HA,RG,"12 54 51.18","'-33 44 40.3",,,,,,,,,,4675,1.2,'-2.81,2.25,SMSS_J125451.18-334440.3,'-0.25,'-0.07
JAC15,SMSS_J125804.65-335045.1,*,*,HA,RG,"12 58 4.65","'-33 50 45.1",,,,,,,,,,5040,1.8,'-3.44,2.05,SMSS_J125804.65-335045.1,'-1.03,0.61
JAC15,SMSS_J130537.01-294438.3,*,*,HA,RG,"13 5 37.01","'-29 44 38.3",,,,,,,,,,4702,1.1,'-2.35,2.3,SMSS_J130537.01-294438.3,'-0.33,'-0.18
